brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years,price_inr,price_per_kwh_inr,range_per_10k_inr,range_per_kwh,value_score,price_bucket
Tesla,Model S,2023,Base,45116.56,45.3,169.0,236.3,6.1,158.0,276.0,281.0,FWD,5,Sedan,20.6,1619.0,3,3,US,Mid-range,116884,3.58,5,3767232.76,83161.87,0.4486,3.7307,44.8605,₹25–50L
Volkswagen,ID.5,2024,Performance,68348.69,94.0,323.0,233.3,2.58,200.0,734.0,637.0,RWD,7,Hatchback,19.9,1694.0,4,2,Germany,Premium,238867,3.7,5,5707115.62,60714.0,0.566,3.4362,56.596,₹50–75L
Volkswagen,ID.4,2023,Long Range,49537.91,82.9,278.0,129.1,4.66,191.0,439.0,385.0,RWD,7,Coupe,31.7,1650.0,5,1,Germany,Mid-range,250021,3.64,3,4136415.49,49896.45,0.6721,3.3534,67.2079,₹25–50L
Mercedes,EQG,2025,Long Range,111628.51,84.7,274.0,137.8,5.58,166.0,601.0,537.0,AWD,5,SUV,47.3,1944.0,4,1,Germany,Luxury,76984,3.74,6,9320980.58,110047.0,0.294,3.2349,29.396,₹75–100L
GM/Chevrolet,Bolt EUV,2026,Long Range,54836.04,109.7,385.0,129.7,4.0,183.0,636.0,600.0,AWD,5,Hatchback,16.7,1600.0,5,0,US,Mid-range,17331,3.77,5,4578809.34,41739.37,0.8408,3.5096,84.083,₹25–50L
Ford,F-150 Lightning,2025,Base,34802.06,47.6,150.0,102.2,6.52,146.0,265.0,208.0,AWD,4,Truck,73.9,2056.0,4,1,US,Budget,51835,3.13,4,2905972.01,61049.83,0.5162,3.1513,51.6178,₹25–50L
Tesla,Model Y,2022,Standard,93506.44,60.2,206.0,272.3,7.47,137.0,695.0,611.0,RWD,5,Van,72.0,1646.0,5,3,US,Premium,464918,3.52,6,7807787.74,129697.47,0.2638,3.4219,26.3839,₹75–100L
Volkswagen,ID.4,2024,Standard,79224.44,48.4,164.0,79.6,6.88,136.0,891.0,780.0,FWD,5,SUV,41.2,2091.0,5,2,Germany,Premium,219453,3.46,4,6615240.74,136678.53,0.2479,3.3884,24.7912,₹50–75L
Hyundai,Kona Electric,2025,Long Range,43459.69,83.7,302.0,88.9,4.32,192.0,448.0,378.0,FWD,5,Truck,78.7,2699.0,5,2,South Korea,Mid-range,114002,3.56,3,3628884.12,43355.84,0.8322,3.6081,83.2212,₹25–50L
Tesla,Model X,2021,Premium,100894.61,84.8,304.0,288.9,6.04,161.0,727.0,655.0,RWD,7,SUV,62.5,1686.0,5,2,US,Luxury,201220,3.9,5,8424699.94,99347.88,0.3608,3.5849,36.0844,₹75–100L
BYD,Dolphin,2026,Performance,31398.12,100.6,352.0,226.6,3.63,200.0,296.0,289.0,AWD,5,Hatchback,37.5,1500.0,5,1,China,Budget,240918,3.58,3,2621743.02,26061.06,1.3426,3.499,134.2618,₹25–50L
GM/Chevrolet,Blazer EV,2024,Long Range,85774.4,106.0,388.0,78.3,4.51,181.0,1000.0,904.0,AWD,5,Van,78.7,1666.0,4,0,US,Premium,22091,3.72,4,7162162.4,67567.57,0.5417,3.6604,54.1736,₹50–75L
Tesla,Model 3,2023,Performance,53096.09,113.8,404.0,309.6,3.8,200.0,298.0,243.0,RWD,7,Van,62.1,1503.0,4,2,US,Mid-range,123687,4.34,5,4433523.51,38958.91,0.9112,3.5501,91.1239,₹25–50L
Hyundai,Ioniq 5,2023,Base,40063.52,83.0,298.0,123.0,7.7,134.0,373.0,388.0,FWD,5,Van,60.2,1526.0,5,0,South Korea,Mid-range,95016,3.55,4,3345303.92,40304.87,0.8908,3.5904,89.0801,₹25–50L
BYD,Seagull,2023,Base,72565.72,43.8,153.0,127.4,5.45,175.0,799.0,748.0,RWD,7,Hatchback,22.8,1591.0,5,1,China,Premium,193019,3.17,4,6059237.62,138338.76,0.2525,3.4932,25.2507,₹50–75L
Tesla,Model S,2023,Premium,90489.19,66.8,227.0,270.6,7.25,144.0,650.0,559.0,AWD,5,Van,64.7,1535.0,4,2,US,Premium,231411,3.84,4,7555847.36,113111.49,0.3004,3.3982,30.043,₹75–100L
BYD,Yuan Plus,2026,Premium,58741.09,43.2,166.0,146.8,5.12,171.0,609.0,553.0,RWD,5,Sedan,27.7,1654.0,5,0,China,Mid-range,193352,3.21,4,4904881.01,113538.91,0.3384,3.8426,33.8438,₹25–50L
Lucid,Gravity,2025,Performance,166388.92,75.9,281.0,207.6,3.27,195.0,740.0,654.0,AWD,5,Van,64.8,1555.0,5,0,US,Luxury,27265,3.3,5,13893474.82,183049.73,0.2023,3.7022,20.2253,₹100–150L
Ford,E-Transit,2022,Performance,72683.98,73.7,253.0,217.6,2.74,200.0,871.0,801.0,AWD,7,Coupe,21.3,1539.0,4,1,US,Premium,25267,3.64,4,6069112.33,82348.88,0.4169,3.4328,41.6865,₹50–75L
Toyota,bZ4X,2021,Performance,93898.99,117.1,375.0,200.2,3.95,182.0,1000.0,920.0,AWD,7,Coupe,31.0,1520.0,5,0,Japan,Premium,29112,3.93,3,7840565.66,66956.15,0.4783,3.2024,47.8282,₹75–100L
Hyundai,Ioniq 6,2023,Long Range,79421.07,79.2,250.0,81.2,5.56,164.0,981.0,917.0,FWD,7,Van,75.8,1500.0,5,2,South Korea,Premium,120050,3.41,3,6631659.35,83733.07,0.377,3.1566,37.698,₹50–75L
Tesla,Model 3,2022,Premium,78038.19,59.8,219.0,334.0,6.2,162.0,544.0,487.0,AWD,7,Coupe,26.6,1704.0,3,3,US,Premium,156841,3.58,4,6516188.86,108966.37,0.3361,3.6622,33.6086,₹50–75L
Kia,Niro EV,2026,Performance,89456.85,106.6,392.0,226.2,3.68,199.0,1000.0,879.0,RWD,7,Van,67.6,1577.0,4,0,South Korea,Premium,55244,3.99,4,7469646.98,70071.74,0.5248,3.6773,52.4791,₹50–75L
Volkswagen,ID.3,2020,Long Range,81317.3,77.9,298.0,145.7,4.33,182.0,894.0,772.0,RWD,7,Truck,71.7,2388.0,4,2,Germany,Premium,205086,3.62,3,6789994.55,87162.96,0.4389,3.8254,43.8881,₹50–75L
Mercedes,GLE EV,2021,Long Range,133886.35,108.5,379.0,137.9,5.63,159.0,810.0,741.0,AWD,5,Van,61.9,1500.0,4,2,Germany,Luxury,61011,4.0,7,11179510.22,103036.96,0.339,3.4931,33.9013,₹100–150L
Tesla,Model 3,2026,Premium,123396.13,65.5,201.0,235.6,7.67,135.0,904.0,801.0,AWD,5,Coupe,37.2,1684.0,4,3,US,Luxury,179193,3.78,5,10303576.86,157306.52,0.1951,3.0687,19.5078,₹100–150L
Hyundai,Kona Electric,2023,Long Range,89541.12,95.4,330.0,131.0,4.83,179.0,1000.0,880.0,RWD,7,SUV,69.6,1987.0,5,1,South Korea,Premium,122583,3.74,3,7476683.52,78371.94,0.4414,3.4591,44.1372,₹50–75L
Tesla,Model S,2025,Base,30387.16,46.7,183.0,294.1,7.88,130.0,199.0,200.0,FWD,5,Hatchback,17.8,1500.0,5,3,US,Budget,225676,3.51,6,2537327.86,54332.5,0.7212,3.9186,72.1231,₹25–50L
BYD,Atto 3,2024,Standard,21707.92,56.8,176.0,141.1,7.77,135.0,199.0,213.0,AWD,5,Hatchback,34.7,1776.0,4,0,China,Budget,240735,3.31,4,1812611.32,31912.17,0.971,3.0986,97.0975,<₹25L
GM/Chevrolet,Bolt EV,2024,Premium,52232.74,42.0,150.0,134.4,5.26,171.0,623.0,597.0,RWD,5,Van,76.8,1529.0,4,0,US,Mid-range,17461,3.32,3,4361433.79,103843.66,0.3439,3.5714,34.3924,₹25–50L
Hyundai,Ioniq,2025,Premium,78178.94,79.4,290.0,53.7,5.34,169.0,1000.0,852.0,AWD,5,SUV,66.1,2435.0,5,1,South Korea,Premium,93827,3.71,4,6527941.49,82215.89,0.4442,3.6524,44.4244,₹50–75L
Volkswagen,ID.5,2025,Base,32608.87,54.0,178.0,63.1,5.66,169.0,218.0,243.0,FWD,5,Truck,68.4,2358.0,3,1,Germany,Budget,223686,3.31,3,2722840.64,50422.97,0.6537,3.2963,65.3729,₹25–50L
Volkswagen,ID. Aero,2024,Standard,64646.52,70.7,219.0,52.4,7.72,140.0,656.0,529.0,FWD,5,Hatchback,17.5,1566.0,4,0,Germany,Mid-range,229331,3.6,4,5397984.42,76350.56,0.4057,3.0976,40.5707,₹50–75L
Hyundai,Kona Electric,2026,Standard,40896.41,84.8,286.0,56.7,7.09,148.0,339.0,284.0,RWD,7,Truck,78.3,2639.0,4,0,South Korea,Mid-range,60452,3.61,4,3414850.24,40269.46,0.8375,3.3726,83.7518,₹25–50L
Ford,E-Transit,2024,Performance,99172.17,96.1,340.0,150.4,3.5,200.0,1000.0,919.0,AWD,5,SUV,58.0,2017.0,5,1,US,Premium,55818,3.69,4,8280876.2,86169.37,0.4106,3.538,41.0585,₹75–100L
Audi,Q6 e-tron,2025,Standard,97077.65,52.8,197.0,133.8,7.59,132.0,714.0,605.0,AWD,7,Hatchback,33.6,1677.0,5,2,Germany,Premium,69050,3.19,6,8105983.78,153522.42,0.243,3.7311,24.303,₹75–100L
Toyota,bZ4X,2025,Long Range,75339.45,86.8,325.0,141.0,4.49,184.0,939.0,924.0,RWD,5,Hatchback,26.0,1541.0,5,0,Japan,Premium,12682,3.5,3,6290844.08,72475.16,0.5166,3.7442,51.6624,₹50–75L
Ford,Mustang Mach-E,2025,Performance,72824.56,94.6,347.0,161.1,4.26,180.0,915.0,803.0,RWD,5,Van,66.5,1939.0,3,2,US,Premium,45964,3.7,4,6080850.76,64279.61,0.5706,3.6681,57.0644,₹50–75L
BYD,Atto 3,2025,Long Range,26097.55,99.0,367.0,56.9,4.77,176.0,270.0,217.0,AWD,5,Truck,71.7,2861.0,5,2,China,Budget,233286,3.51,5,2179145.42,22011.57,1.6841,3.7071,168.4146,<₹25L
BMW,i3,2023,Base,89086.86,79.5,279.0,115.5,5.03,179.0,643.0,655.0,RWD,7,Truck,57.6,2730.0,4,2,Germany,Premium,63501,3.78,5,7438752.81,93569.22,0.3751,3.5094,37.5063,₹50–75L
Volkswagen,ID.5,2026,Performance,72231.36,115.0,387.0,230.9,3.15,200.0,746.0,695.0,AWD,5,Sedan,16.2,1564.0,4,0,Germany,Premium,241869,4.05,4,6031318.56,52446.25,0.6417,3.3652,64.1651,₹50–75L
BYD,Leaf 50X,2022,Long Range,80180.18,86.6,329.0,52.3,4.79,183.0,857.0,747.0,AWD,5,Truck,76.8,2565.0,5,1,China,Premium,170493,3.64,3,6695045.03,77309.99,0.4914,3.7991,49.1408,₹50–75L
Mercedes,EQS,2023,Premium,111693.41,44.9,154.0,66.0,6.74,144.0,636.0,581.0,AWD,5,Hatchback,25.7,1500.0,4,1,Germany,Luxury,72096,3.64,6,9326399.74,207714.92,0.1651,3.4298,16.5123,₹75–100L
Tesla,Model S,2026,Base,119620.48,41.3,150.0,231.4,5.76,162.0,850.0,762.0,FWD,5,Van,64.2,1667.0,4,2,US,Luxury,186324,3.52,5,9988310.08,241847.7,0.1502,3.632,15.0176,₹75–100L
Audi,Q4 e-tron,2025,Standard,63113.08,44.0,150.0,134.7,7.23,146.0,322.0,241.0,RWD,5,Van,68.2,1501.0,4,2,Germany,Mid-range,79880,3.21,7,5269942.18,119771.41,0.2846,3.4091,28.4633,₹50–75L
Hyundai,i30,2026,Premium,83199.83,49.6,161.0,52.9,7.68,135.0,1000.0,924.0,AWD,5,Sedan,33.1,1500.0,3,0,South Korea,Premium,92496,3.22,3,6947185.8,140064.23,0.2317,3.246,23.1749,₹50–75L
BMW,iX,2023,Long Range,130324.5,105.0,370.0,58.0,4.3,186.0,1000.0,885.0,AWD,5,Sedan,25.0,1679.0,5,2,Germany,Luxury,62481,3.82,6,10882095.75,103639.01,0.34,3.5238,34.0008,₹100–150L
BMW,i5,2024,Premium,92379.17,50.8,150.0,92.1,7.5,136.0,781.0,690.0,AWD,7,Truck,61.5,2455.0,5,1,Germany,Premium,64158,3.31,7,7713660.7,151843.71,0.1945,2.9528,19.446,₹75–100L
Audi,Q4 e-tron,2025,Premium,154475.14,69.7,246.0,132.7,6.23,161.0,1000.0,879.0,AWD,5,Sedan,22.6,1646.0,5,2,Germany,Luxury,20728,3.43,5,12898674.19,185059.89,0.1907,3.5294,19.0717,₹100–150L
BMW,i5,2024,Standard,78676.53,80.3,292.0,142.6,6.38,155.0,489.0,453.0,RWD,5,Hatchback,22.8,1501.0,5,1,Germany,Premium,28903,3.53,6,6569490.26,81811.83,0.4445,3.6364,44.4479,₹50–75L
Kia,EV9,2021,Long Range,56383.76,77.6,294.0,107.4,5.95,162.0,689.0,647.0,FWD,5,SUV,46.4,1920.0,5,1,South Korea,Mid-range,85632,3.6,3,4708043.96,60670.67,0.6245,3.7887,62.4463,₹25–50L
Tesla,Model Y,2025,Performance,51114.48,78.3,274.0,222.3,3.51,190.0,299.0,241.0,RWD,7,SUV,62.1,2000.0,5,2,US,Mid-range,484952,4.03,6,4268059.08,54509.06,0.642,3.4994,64.1978,₹25–50L
Hyundai,Ioniq 6,2024,Performance,44088.19,81.5,270.0,231.5,4.01,188.0,402.0,391.0,RWD,5,Hatchback,25.5,1685.0,3,0,South Korea,Mid-range,119102,3.6,4,3681363.86,45170.11,0.7334,3.3129,73.3424,₹25–50L
Tesla,Model 3,2023,Premium,98229.28,82.6,290.0,268.4,7.42,142.0,730.0,668.0,RWD,7,Sedan,33.9,1500.0,4,2,US,Premium,151125,4.05,4,8202144.88,99299.57,0.3536,3.5109,35.3566,₹75–100L
GM/Chevrolet,Equinox EV,2026,Performance,71801.02,84.4,304.0,228.3,2.8,200.0,950.0,836.0,AWD,7,SUV,50.0,1829.0,4,1,US,Premium,4745,3.45,4,5995385.17,71035.37,0.5071,3.6019,50.7057,₹50–75L
Hyundai,Ioniq 6,2024,Standard,63404.54,72.2,253.0,88.9,5.5,168.0,777.0,662.0,RWD,7,Sedan,29.9,1532.0,5,0,South Korea,Mid-range,79234,3.49,3,5294279.09,73327.97,0.4779,3.5042,47.7874,₹50–75L
BMW,i3,2023,Premium,126296.04,69.4,238.0,100.7,5.91,158.0,1000.0,891.0,RWD,5,Truck,56.1,2766.0,4,1,Germany,Luxury,27018,3.73,8,10545719.34,151955.61,0.2257,3.4294,22.5684,₹100–150L
Tesla,Model S,2024,Long Range,91117.32,101.0,364.0,271.1,4.86,172.0,639.0,640.0,RWD,7,Hatchback,16.2,1500.0,4,2,US,Premium,174122,4.0,5,7608296.22,75329.67,0.4784,3.604,47.8425,₹75–100L
Tesla,Cybertruck,2026,Standard,39888.42,83.1,277.0,296.8,7.31,136.0,260.0,259.0,AWD,5,Truck,50.5,2479.0,4,2,US,Mid-range,224642,3.64,5,3330683.07,40080.42,0.8317,3.3333,83.1661,₹25–50L
GM/Chevrolet,Bolt EUV,2024,Premium,75461.19,77.9,275.0,102.6,5.43,168.0,1000.0,966.0,AWD,5,SUV,54.4,2063.0,4,0,US,Premium,10961,3.51,5,6301009.36,80885.87,0.4364,3.5302,43.6438,₹50–75L
Tesla,Cybertruck,2023,Performance,182463.57,109.2,389.0,312.3,2.97,200.0,1000.0,870.0,AWD,5,Truck,71.1,2927.0,5,3,US,Luxury,202403,3.98,5,15235708.1,139521.14,0.2553,3.5623,25.5321,₹150–200L
Tesla,Model X,2023,Premium,43481.03,65.2,217.0,246.0,7.02,143.0,236.0,223.0,RWD,5,SUV,60.9,1871.0,5,2,US,Mid-range,134257,3.73,6,3630666.0,55685.06,0.5977,3.3282,59.7686,₹25–50L
Tesla,Model 3,2025,Base,70038.71,65.7,235.0,344.8,6.65,149.0,510.0,448.0,RWD,7,Sedan,21.6,1837.0,5,3,US,Premium,164008,3.74,6,5848232.28,89014.19,0.4018,3.5769,40.1831,₹50–75L
Toyota,bZ4X,2024,Base,60316.9,48.0,165.0,127.7,7.53,138.0,659.0,620.0,RWD,7,Coupe,22.2,1500.0,4,2,Japan,Mid-range,23683,3.15,5,5036461.15,104926.27,0.3276,3.4375,32.7611,₹50–75L
GM/Chevrolet,Bolt EV,2024,Standard,46964.58,62.4,204.0,57.8,7.81,140.0,566.0,525.0,AWD,7,Sedan,21.6,1530.0,5,1,US,Mid-range,15168,3.46,4,3921542.43,62845.23,0.5202,3.2692,52.0203,₹25–50L
BYD,Dolphin,2021,Premium,107053.36,82.6,300.0,135.7,5.34,164.0,1000.0,856.0,AWD,7,Coupe,37.6,2029.0,3,0,China,Luxury,216609,3.76,4,8938955.56,108219.8,0.3356,3.632,33.561,₹75–100L
BYD,Atto 3,2023,Base,73542.57,52.6,178.0,76.5,6.84,142.0,795.0,760.0,AWD,5,Hatchback,26.5,1839.0,5,0,China,Premium,164917,3.0,4,6140804.6,116745.33,0.2899,3.384,28.9864,₹50–75L
BYD,Qin,2025,Standard,52251.33,63.4,238.0,134.0,5.93,161.0,547.0,460.0,AWD,7,Van,63.6,1538.0,5,0,China,Mid-range,174435,3.19,3,4362986.06,68816.81,0.5455,3.7539,54.5498,₹25–50L
Ford,Explorer EV,2025,Base,67752.89,58.7,237.0,62.3,5.47,162.0,734.0,686.0,FWD,5,Truck,65.4,2613.0,5,0,US,Premium,21665,3.61,5,5657366.32,96377.62,0.4189,4.0375,41.8923,₹50–75L
BMW,i5,2025,Base,48714.2,45.4,161.0,90.9,7.71,136.0,178.0,200.0,FWD,5,Van,74.7,1633.0,4,1,Germany,Mid-range,75073,3.18,6,4067635.7,89595.5,0.3958,3.5463,39.5807,₹25–50L
Tesla,Model X,2026,Base,31180.54,72.3,241.0,338.0,6.7,142.0,208.0,200.0,FWD,5,Van,65.2,1525.0,4,2,US,Budget,143060,3.87,4,2603575.09,36010.72,0.9257,3.3333,92.565,₹25–50L
Tesla,Model Y,2025,Long Range,68461.67,80.8,305.0,310.2,4.5,183.0,508.0,430.0,FWD,7,Coupe,19.2,1614.0,4,2,US,Premium,443244,3.91,4,5716549.44,70749.37,0.5335,3.7748,53.3539,₹50–75L
Tesla,Model S,2023,Premium,51643.69,41.7,150.0,282.3,6.36,153.0,364.0,303.0,AWD,5,Truck,65.8,2333.0,5,2,US,Mid-range,247691,3.41,6,4312248.12,103411.23,0.3478,3.5971,34.7846,₹25–50L
BMW,iX,2025,Standard,66272.64,70.2,263.0,100.5,6.96,144.0,418.0,412.0,AWD,5,Sedan,22.2,1554.0,4,1,Germany,Premium,66889,3.62,6,5533765.44,78828.57,0.4753,3.7464,47.5264,₹50–75L
Ford,F-150 Lightning,2025,Standard,68957.58,70.1,262.0,65.6,7.66,142.0,719.0,687.0,AWD,4,Truck,78.3,2809.0,5,1,US,Premium,69276,3.36,5,5757957.93,82139.2,0.455,3.7375,45.5022,₹50–75L
BYD,Dolphin,2024,Standard,51238.4,51.6,185.0,122.5,6.52,153.0,593.0,509.0,FWD,5,Hatchback,24.2,1637.0,5,1,China,Mid-range,242985,3.46,3,4278406.4,82914.85,0.4324,3.5853,43.2404,₹25–50L
Tesla,Model Y,2025,Base,114587.9,67.3,242.0,324.4,7.79,120.0,860.0,798.0,FWD,5,Coupe,34.6,1534.0,3,2,US,Luxury,458139,3.77,5,9568089.65,142170.72,0.2529,3.5958,25.2924,₹75–100L
Tesla,Cybertruck,2024,Standard,43048.0,78.2,305.0,284.8,5.32,167.0,283.0,238.0,FWD,7,Truck,69.0,2507.0,5,2,US,Mid-range,249983,3.24,5,3594508.0,45965.58,0.8485,3.9003,84.8517,₹25–50L
Fisker,Ocean,2025,Premium,54042.0,69.8,254.0,61.6,6.62,157.0,343.0,288.0,RWD,5,Truck,68.2,2045.0,4,2,US,Mid-range,17793,3.42,5,4512507.0,64649.1,0.5629,3.639,56.288,₹25–50L
BYD,Atto 3,2025,Premium,34873.27,63.6,236.0,57.6,6.36,149.0,380.0,328.0,AWD,7,Coupe,21.2,1500.0,4,0,China,Budget,145087,3.26,4,2911918.04,45784.87,0.8105,3.7107,81.0462,₹25–50L
Ford,Explorer EV,2025,Standard,47275.39,64.9,242.0,148.9,5.12,166.0,415.0,361.0,FWD,5,Coupe,38.2,1509.0,3,1,US,Mid-range,20597,3.51,5,3947495.06,60824.27,0.613,3.7288,61.3047,₹25–50L
BMW,i4,2024,Long Range,69815.81,81.1,291.0,69.8,5.43,172.0,444.0,391.0,FWD,7,SUV,41.1,2056.0,4,1,Germany,Premium,42961,3.63,5,5829620.14,71881.88,0.4992,3.5882,49.9175,₹50–75L
Volkswagen,ID.5,2025,Long Range,95115.92,83.0,275.0,136.0,5.38,170.0,1000.0,873.0,AWD,7,Sedan,28.0,1693.0,3,1,Germany,Premium,223250,3.54,4,7942179.32,95688.91,0.3463,3.3133,34.6253,₹75–100L
BYD,Qin,2025,Premium,33846.45,52.4,171.0,126.2,7.36,138.0,348.0,349.0,FWD,5,Truck,75.5,2279.0,5,2,China,Budget,220677,3.2,5,2826178.58,53934.71,0.6051,3.2634,60.5057,₹25–50L
Tesla,Cybertruck,2025,Premium,98891.22,78.9,301.0,269.9,6.78,143.0,712.0,623.0,FWD,5,Truck,75.4,2642.0,4,2,US,Premium,113008,3.85,4,8257416.87,104656.74,0.3645,3.815,36.4521,₹75–100L
Kia,Picanto EV,2020,Performance,51182.15,115.1,444.0,158.4,3.23,200.0,509.0,422.0,FWD,7,Van,78.2,1712.0,5,0,South Korea,Mid-range,106543,3.82,4,4273709.53,37130.4,1.0389,3.8575,103.891,₹25–50L
Ford,E-Transit,2023,Standard,53190.35,62.2,200.0,78.1,7.05,148.0,511.0,461.0,FWD,7,Hatchback,39.0,1682.0,4,2,US,Mid-range,73417,3.13,4,4441394.22,71405.05,0.4503,3.2154,45.0309,₹25–50L
BMW,i5,2024,Base,73900.67,72.4,258.0,101.5,7.83,134.0,438.0,406.0,FWD,5,Coupe,35.2,1522.0,5,2,Germany,Premium,78616,3.2,6,6170705.94,85230.75,0.4181,3.5635,41.8105,₹50–75L
Hyundai,Kona Electric,2023,Long Range,49376.97,105.9,348.0,77.3,4.75,175.0,509.0,436.0,FWD,7,Hatchback,37.4,1766.0,5,1,South Korea,Mid-range,113770,3.51,4,4122977.0,38932.74,0.8441,3.2861,84.405,₹25–50L
Tesla,Model 3,2025,Premium,129475.2,46.6,150.0,264.8,6.99,144.0,897.0,779.0,AWD,7,SUV,54.9,1856.0,4,2,US,Luxury,225901,3.6,5,10811179.2,231999.55,0.1387,3.2189,13.8745,₹100–150L
Fisker,Ocean,2023,Base,81514.31,48.1,186.0,57.9,6.12,157.0,683.0,634.0,FWD,5,Hatchback,27.3,1690.0,4,1,US,Premium,16427,3.38,3,6806444.88,141506.13,0.2733,3.8669,27.327,₹50–75L
Ford,F-150 Lightning,2024,Base,33054.57,55.6,203.0,137.2,6.73,145.0,173.0,200.0,AWD,2,Truck,61.0,2425.0,5,1,US,Budget,77480,3.1,3,2760056.6,49641.31,0.7355,3.6511,73.5492,₹25–50L
BYD,Dolphin,2024,Long Range,38277.53,87.8,282.0,141.6,4.54,181.0,343.0,313.0,RWD,5,Coupe,34.1,1685.0,5,1,China,Mid-range,237305,3.52,4,3196173.76,36402.89,0.8823,3.2118,88.2305,₹25–50L
Polestar,3,2023,Long Range,77182.19,88.8,337.0,77.9,5.68,160.0,442.0,379.0,RWD,5,Hatchback,21.3,1500.0,5,0,Sweden,Premium,5412,3.55,3,6444712.86,72575.6,0.5229,3.795,52.2909,₹50–75L
Kia,Picanto EV,2025,Premium,80721.44,72.9,256.0,58.9,6.67,144.0,912.0,808.0,RWD,5,Hatchback,21.1,1503.0,3,1,South Korea,Premium,130227,3.54,4,6740240.24,92458.71,0.3798,3.5117,37.9808,₹50–75L
Kia,EV6,2021,Premium,36092.98,41.6,150.0,105.9,5.2,170.0,254.0,233.0,AWD,5,SUV,45.9,2561.0,5,1,South Korea,Mid-range,73706,3.0,3,3013763.83,72446.25,0.4977,3.6058,49.7717,₹25–50L
GM/Chevrolet,Equinox EV,2022,Performance,59493.52,71.9,270.0,162.1,3.04,200.0,761.0,683.0,FWD,5,SUV,48.3,1650.0,3,0,US,Mid-range,16751,3.44,4,4967708.92,69091.92,0.5435,3.7552,54.351,₹25–50L
Ford,Explorer EV,2023,Standard,38433.81,45.5,152.0,93.2,7.84,137.0,247.0,257.0,FWD,5,Truck,76.1,2667.0,4,1,US,Mid-range,31451,3.08,3,3209223.14,70532.38,0.4736,3.3407,47.3635,₹25–50L
BMW,i3,2024,Performance,73301.49,109.7,367.0,196.4,3.4,200.0,489.0,443.0,FWD,7,Coupe,31.1,1547.0,5,1,Germany,Premium,50214,3.67,6,6120674.42,55794.66,0.5996,3.3455,59.9607,₹50–75L
Tesla,Model Y,2025,Long Range,113868.37,86.6,301.0,250.9,4.84,185.0,826.0,761.0,AWD,7,Sedan,24.3,1500.0,4,2,US,Luxury,455459,3.98,5,9508008.9,109792.25,0.3166,3.4758,31.6575,₹75–100L
BYD,Dolphin,2024,Premium,100526.02,84.9,300.0,124.8,6.95,147.0,1000.0,935.0,AWD,7,Hatchback,25.6,1569.0,4,0,China,Luxury,178707,3.53,4,8393922.67,98868.35,0.3574,3.5336,35.7401,₹75–100L
Rivian,R3,2025,Base,78088.2,42.4,150.0,144.6,5.92,161.0,622.0,542.0,AWD,5,Hatchback,28.6,1769.0,3,0,US,Premium,26875,3.25,5,6520364.7,153782.19,0.23,3.5377,23.0048,₹50–75L
BYD,Qin,2025,Performance,101418.24,74.3,239.0,183.8,3.67,200.0,1000.0,942.0,AWD,5,Hatchback,17.6,1696.0,3,0,China,Luxury,115025,3.58,4,8468423.04,113976.08,0.2822,3.2167,28.2225,₹75–100L
Volkswagen,ID.3,2023,Premium,99609.58,83.8,287.0,55.7,7.43,141.0,1000.0,862.0,AWD,7,Coupe,20.1,1973.0,4,0,Germany,Premium,245824,3.56,5,8317399.93,99252.98,0.3451,3.4248,34.506,₹75–100L
Volkswagen,ID.3,2025,Base,66620.77,53.1,196.0,125.1,7.65,132.0,710.0,644.0,AWD,5,Coupe,31.4,1570.0,5,0,Germany,Premium,206717,3.56,4,5562834.3,104761.47,0.3523,3.6911,35.2338,₹50–75L
Volkswagen,ID.3,2021,Long Range,70654.72,88.4,317.0,84.0,4.82,163.0,711.0,644.0,FWD,7,Hatchback,27.6,1724.0,4,0,Germany,Premium,211095,3.8,5,5899669.12,66738.34,0.5373,3.586,53.7318,₹50–75L
Kia,Niro EV,2025,Performance,110498.55,107.7,407.0,182.1,2.85,200.0,1000.0,893.0,RWD,5,SUV,53.4,1849.0,4,0,South Korea,Luxury,55383,3.92,4,9226628.93,85669.72,0.4411,3.779,44.1115,₹75–100L
NIO,EL8,2025,Premium,104953.65,69.0,237.0,102.5,7.78,132.0,1000.0,879.0,AWD,7,Sedan,34.2,1974.0,5,2,China,Luxury,26944,3.47,3,8763629.78,127009.13,0.2704,3.4348,27.0436,₹75–100L
BYD,Leaf 50X,2024,Long Range,42041.16,108.4,373.0,83.6,4.95,176.0,422.0,409.0,FWD,7,Truck,66.5,2360.0,3,0,China,Mid-range,120124,3.79,4,3510436.86,32384.1,1.0625,3.441,106.2546,₹25–50L
Tesla,Model S,2025,Long Range,120338.19,101.1,324.0,304.9,5.12,178.0,857.0,741.0,RWD,7,Truck,66.5,2561.0,4,2,US,Luxury,236717,4.06,5,10048238.86,99389.11,0.3224,3.2047,32.2445,₹100–150L
Tesla,Model Y,2025,Long Range,147345.82,89.5,311.0,235.0,4.48,191.0,1000.0,893.0,AWD,5,Van,72.0,1709.0,5,2,US,Luxury,458246,3.66,5,12303375.97,137467.89,0.2528,3.4749,25.2776,₹100–150L
