brand,model,year,variant,horsepower,torque_nm,acceleration_0_60_mph,top_speed_mph,price_inr,market_segment,power_to_price
Hyundai,Ioniq,2025,Standard,754.0,610.0,6.79,150.0,5451829.4,Premium,138.3022
Tesla,Model S,2025,Base,754.0,680.0,7.24,139.0,8515015.2,Luxury,88.5495
Kia,EV9,2024,Standard,754.0,647.0,6.02,164.0,5584208.62,Premium,135.0236
GM/Chevrolet,Bolt EV,2024,Standard,753.0,666.0,5.33,160.0,4947705.66,Mid-range,152.1918
Volkswagen,ID. Buzz,2025,Standard,753.0,614.0,6.31,156.0,5984217.88,Premium,125.831
Audi,Q6 e-tron,2024,Premium,753.0,661.0,7.12,144.0,8797718.65,Luxury,85.5904
GM/Chevrolet,Blazer EV,2023,Performance,753.0,660.0,3.99,199.0,5041763.4,Mid-range,149.3525
Tesla,Model S,2023,Premium,752.0,688.0,7.52,137.0,9102839.34,Luxury,82.6116
Ford,Explorer EV,2024,Long Range,752.0,677.0,5.88,162.0,5544617.94,Premium,135.627
GM/Chevrolet,Equinox EV,2024,Long Range,752.0,710.0,4.57,184.0,4917820.18,Mid-range,152.9133
Tesla,Cybertruck,2024,Standard,752.0,668.0,5.76,160.0,9009451.27,Luxury,83.4679
Tesla,Model Y,2025,Base,752.0,628.0,5.76,163.0,8522400.78,Luxury,88.238
Ford,F-150 Lightning,2020,Long Range,752.0,718.0,4.58,173.0,5658635.52,Premium,132.8942
Tesla,Model 3,2024,Performance,751.0,684.0,2.58,200.0,8331470.52,Premium,90.1401
Tesla,Model 3,2024,Performance,750.0,704.0,3.69,195.0,9171184.09,Luxury,81.7779
Volkswagen,ID. Buzz,2020,Standard,750.0,689.0,6.94,143.0,6032097.62,Premium,124.3349
Tesla,Model X,2025,Performance,750.0,689.0,4.34,182.0,8275788.54,Premium,90.6258
Ford,Explorer EV,2025,Long Range,749.0,594.0,5.59,161.0,5817591.96,Premium,128.7474
Mercedes,EQE,2025,Base,747.0,634.0,7.57,138.0,10461178.93,Luxury,71.4069
Tesla,Model S,2025,Performance,746.0,677.0,4.19,190.0,8312065.95,Premium,89.749
Volkswagen,ID.3,2024,Base,746.0,669.0,5.62,158.0,5976093.33,Premium,124.8307
Volkswagen,ID.5,2026,Performance,746.0,695.0,3.15,200.0,6031318.56,Premium,123.6877
Volvo,C40 Recharge,2025,Base,745.0,643.0,5.87,156.0,7310543.57,Premium,101.9076
Tesla,Cybertruck,2024,Standard,744.0,653.0,6.55,147.0,8450936.47,Luxury,88.0376
GM/Chevrolet,Blazer EV,2024,Base,744.0,635.0,6.87,153.0,4902833.6,Mid-range,151.749
BYD,Qin,2022,Standard,743.0,623.0,7.64,133.0,5847552.6,Premium,127.0617
Tesla,Cybertruck,2023,Base,743.0,674.0,6.12,165.0,8732521.02,Luxury,85.0842
Tesla,Cybertruck,2026,Base,743.0,693.0,5.47,163.0,8441968.57,Luxury,88.0126
Hyundai,Kona Electric,2024,Premium,743.0,649.0,7.45,141.0,5272185.82,Mid-range,140.9283
Tesla,Model 3,2025,Base,743.0,715.0,7.92,131.0,9078715.36,Luxury,81.8398
Honda,e:Ny1,2026,Performance,742.0,677.0,3.03,200.0,4284322.38,Mid-range,173.1896
Tesla,Model S,2023,Performance,742.0,663.0,2.63,200.0,8826466.03,Luxury,84.0654
Kia,EV9,2022,Performance,742.0,621.0,4.17,194.0,5622102.6,Premium,131.9791
Audi,Q4 e-tron,2024,Base,742.0,633.0,6.98,141.0,8656161.1,Luxury,85.7193
Mercedes,GLE EV,2025,Long Range,741.0,661.0,4.0,193.0,10215286.46,Luxury,72.5383
Hyundai,i30,2025,Standard,741.0,638.0,7.25,143.0,5542314.17,Premium,133.6987
Tesla,Model S,2021,Premium,740.0,654.0,7.76,128.0,9027105.68,Luxury,81.9753
BYD,Qin,2024,Premium,740.0,667.0,7.92,131.0,5646511.32,Premium,131.0544
Lucid,Gravity,2025,Performance,740.0,654.0,3.27,195.0,13893474.82,Luxury,53.2624
Kia,Niro EV,2026,Long Range,740.0,658.0,5.97,160.0,5624881.48,Premium,131.5583
BMW,i4,2026,Standard,739.0,656.0,7.99,132.0,7556723.28,Premium,97.7937
Tesla,Model Y,2024,Long Range,739.0,720.0,5.57,165.0,8218114.26,Premium,89.9233
Tesla,Model 3,2023,Standard,739.0,638.0,5.09,178.0,8917402.54,Luxury,82.8717
BYD,Atto 3,2026,Long Range,739.0,692.0,5.91,162.0,5630148.65,Premium,131.2576
Ford,Mustang Mach-E,2025,Standard,738.0,635.0,5.31,168.0,5723736.29,Premium,128.9368
Tesla,Model S,2021,Base,738.0,699.0,7.62,127.0,9179643.48,Luxury,80.3953
BMW,i5,2021,Standard,738.0,659.0,5.01,176.0,7864193.66,Premium,93.8431
GM/Chevrolet,Bolt EUV,2024,Standard,737.0,692.0,5.83,167.0,4764950.04,Mid-range,154.6711
Audi,e-tron GT,2026,Premium,736.0,669.0,5.24,174.0,8437416.15,Luxury,87.2305
Volkswagen,ID.5,2024,Performance,734.0,637.0,2.58,200.0,5707115.62,Premium,128.6114
Volkswagen,ID. Buzz,2024,Long Range,734.0,693.0,5.55,173.0,5898020.83,Premium,124.4485
Ford,Explorer EV,2025,Base,734.0,686.0,5.47,162.0,5657366.32,Premium,129.7423
GM/Chevrolet,Bolt EV,2021,Base,732.0,664.0,6.45,159.0,4840125.93,Mid-range,151.2357
Tesla,Model X,2024,Base,732.0,658.0,6.29,158.0,8124981.7,Premium,90.0925
Volkswagen,ID. Aero,2026,Base,732.0,617.0,6.86,148.0,5799278.74,Premium,126.2226
Ford,Mustang Mach-E,2024,Premium,732.0,646.0,6.33,150.0,5181812.1,Mid-range,141.2633
Volkswagen,ID.5,2022,Premium,731.0,665.0,6.63,142.0,5856737.6,Premium,124.8135
NIO,EL8,2024,Base,730.0,687.0,7.79,127.0,6891828.64,Premium,105.9225
Tesla,Model S,2023,Standard,730.0,670.0,7.3,135.0,7942946.68,Premium,91.9054
Tesla,Model 3,2023,Premium,730.0,668.0,7.42,142.0,8202144.88,Premium,89.0011
Ford,Explorer EV,2025,Premium,730.0,659.0,7.26,149.0,5546302.96,Premium,131.6192
BYD,Dolphin,2020,Standard,730.0,699.0,7.41,138.0,5884474.62,Premium,124.0553
Ford,Explorer EV,2023,Performance,729.0,712.0,2.66,200.0,5521994.44,Premium,132.0175
Fisker,Ronin,2025,Standard,727.0,689.0,5.1,173.0,7424334.86,Premium,97.9212
Fisker,Ronin,2026,Base,727.0,707.0,6.38,155.0,7437958.72,Premium,97.7419
Kia,EV6,2024,Standard,727.0,681.0,5.02,168.0,5877281.94,Premium,123.6966
Tesla,Model X,2021,Premium,727.0,655.0,6.04,161.0,8424699.94,Luxury,86.2939
BMW,i7,2024,Long Range,725.0,651.0,4.44,188.0,7825970.7,Premium,92.6403
Kia,EV9,2023,Standard,725.0,679.0,5.51,167.0,5292778.6,Mid-range,136.9791
BYD,Seagull,2023,Standard,724.0,621.0,7.65,142.0,5253169.54,Mid-range,137.8216
Volkswagen,ID. Aero,2026,Standard,724.0,672.0,7.91,140.0,5825716.51,Premium,124.2766
Tesla,Model X,2023,Premium,724.0,607.0,6.43,150.0,8377082.39,Luxury,86.4263
BYD,Yuan Plus,2024,Long Range,724.0,637.0,5.11,176.0,5478465.06,Premium,132.1538
Hyundai,i30,2024,Long Range,723.0,634.0,5.85,160.0,5287255.07,Mid-range,136.7439
Volkswagen,ID.4,2025,Base,723.0,644.0,6.3,160.0,5915840.56,Premium,122.2142
NIO,EC6,2025,Premium,723.0,689.0,5.21,164.0,6964391.82,Premium,103.8138
Kia,EV9,2024,Standard,723.0,642.0,7.01,135.0,5608396.9,Premium,128.9138
Ford,Explorer EV,2023,Standard,722.0,627.0,5.02,173.0,5724227.27,Premium,126.1306
Volkswagen,ID. Aero,2022,Long Range,722.0,624.0,4.82,187.0,6117661.74,Premium,118.0189
GM/Chevrolet,Equinox EV,2025,Performance,722.0,656.0,2.93,200.0,4763785.22,Mid-range,151.5601
Ford,F-150 Lightning,2025,Long Range,721.0,687.0,5.39,168.0,5550654.15,Premium,129.8946
Hyundai,Ioniq 5,2026,Standard,721.0,665.0,6.68,159.0,5028122.0,Mid-range,143.3935
BMW,i5,2020,Base,720.0,650.0,5.06,176.0,7793669.56,Premium,92.3827
Tesla,Cybertruck,2022,Long Range,720.0,650.0,5.51,160.0,9112359.18,Luxury,79.0136
Audi,Q6 e-tron,2025,Long Range,720.0,612.0,5.49,168.0,8120250.58,Premium,88.6672
Tesla,Model X,2025,Base,719.0,582.0,6.63,151.0,8853879.92,Luxury,81.2073
BYD,Atto 3,2024,Premium,719.0,646.0,7.45,130.0,5478472.58,Premium,131.241
Tesla,Cybertruck,2025,Standard,719.0,587.0,7.58,138.0,8183528.56,Premium,87.8594
Ford,F-150 Lightning,2025,Standard,719.0,687.0,7.66,142.0,5757957.93,Premium,124.8707
Tesla,Model S,2023,Long Range,718.0,700.0,4.94,183.0,8233772.18,Premium,87.2018
Toyota,bZ Compact SUV,2024,Base,717.0,661.0,7.03,143.0,5243768.27,Mid-range,136.7337
Tesla,Model X,2022,Standard,717.0,646.0,5.16,173.0,8205200.14,Premium,87.3836
Tesla,Model 3,2024,Premium,716.0,627.0,7.45,138.0,8008721.3,Premium,89.4025
GM/Chevrolet,Equinox EV,2025,Base,716.0,637.0,6.33,154.0,4806507.16,Mid-range,148.9647
Hyundai,Ioniq 5,2026,Standard,716.0,656.0,7.01,147.0,4982136.88,Mid-range,143.7134
Tesla,Model S,2025,Base,716.0,620.0,7.86,125.0,8270308.44,Premium,86.5748
Tesla,Model Y,2023,Base,716.0,658.0,5.57,166.0,7761354.22,Premium,92.2519
Kia,EV9,2024,Premium,716.0,680.0,7.54,133.0,5466926.2,Premium,130.9694
Volkswagen,ID.4,2024,Long Range,714.0,648.0,5.4,166.0,5650577.76,Premium,126.3588
Audi,Q6 e-tron,2025,Standard,714.0,605.0,7.59,132.0,8105983.78,Premium,88.0831
Volkswagen,ID. Aero,2025,Performance,714.0,587.0,3.85,182.0,5699398.54,Premium,125.2764
Tesla,Model S,2025,Base,714.0,652.0,7.16,153.0,8125226.35,Premium,87.8745
BMW,iX,2023,Base,713.0,591.0,5.59,172.0,7537372.15,Premium,94.5953
BYD,Max,2024,Base,713.0,594.0,7.45,138.0,5919360.09,Premium,120.4522
Ford,Explorer EV,2025,Performance,712.0,688.0,3.78,196.0,5301478.46,Mid-range,134.3022
Tesla,Cybertruck,2025,Premium,712.0,623.0,6.78,143.0,8257416.87,Premium,86.2255
BMW,i7,2023,Base,711.0,632.0,5.68,165.0,7485870.19,Premium,94.9789
Volkswagen,ID.3,2021,Long Range,711.0,644.0,4.82,163.0,5899669.12,Premium,120.5152
Mercedes,EQS,2024,Base,711.0,582.0,7.47,135.0,10551024.93,Luxury,67.3868
BYD,Atto 3,2024,Standard,711.0,662.0,6.91,138.0,5379656.17,Mid-range,132.1646
GM/Chevrolet,Bolt EV,2024,Long Range,710.0,584.0,4.84,176.0,4704728.18,Mid-range,150.912
Volkswagen,ID.3,2025,Base,710.0,644.0,7.65,132.0,5562834.3,Premium,127.6328
Toyota,bZ4X,2025,Performance,708.0,618.0,2.75,200.0,5205860.94,Mid-range,136.0006
Tesla,Model S,2020,Performance,708.0,567.0,2.61,200.0,8592192.58,Luxury,82.4004
Tesla,Model Y,2025,Long Range,708.0,592.0,5.23,170.0,8101786.23,Premium,87.3881
Volkswagen,ID.4,2024,Long Range,708.0,650.0,5.02,175.0,5815447.68,Premium,121.7447
Kia,EV9,2023,Base,708.0,642.0,5.04,176.0,5472104.03,Premium,129.3835
Audi,Q6 e-tron,2025,Performance,706.0,646.0,3.73,185.0,8281140.06,Premium,85.254
Hyundai,Ioniq 5,2025,Base,706.0,583.0,6.4,153.0,5104264.82,Mid-range,138.3157
Mercedes,EQG,2022,Standard,706.0,626.0,7.73,137.0,10554694.76,Luxury,66.8897
Hyundai,Ioniq 5,2024,Standard,706.0,655.0,5.77,164.0,5011366.06,Mid-range,140.8798
Ford,E-Transit,2025,Standard,705.0,676.0,6.78,148.0,5310934.84,Mid-range,132.745
Ford,Mustang Mach-E,2022,Base,704.0,642.0,6.94,144.0,5402138.54,Mid-range,130.3188
Volkswagen,ID.4,2023,Premium,704.0,655.0,7.34,136.0,5779475.04,Premium,121.8104
Hyundai,Ioniq 5,2025,Performance,704.0,589.0,2.76,200.0,4835054.14,Mid-range,145.6033
Tesla,Cybertruck,2022,Long Range,703.0,641.0,5.84,167.0,7848954.08,Premium,89.5661
Fisker,Ronin,2024,Base,703.0,630.0,6.4,160.0,7146470.24,Premium,98.3702
GM/Chevrolet,Blazer EV,2025,Base,703.0,604.0,6.68,149.0,4754868.26,Mid-range,147.8485
Volkswagen,ID. Buzz,2026,Base,702.0,698.0,6.15,159.0,5860059.22,Premium,119.794
Kia,EV6,2026,Base,701.0,645.0,7.56,132.0,5502896.32,Premium,127.3875
Polestar,3,2024,Premium,701.0,672.0,7.31,147.0,8201671.44,Premium,85.4704
Tesla,Model X,2025,Performance,701.0,679.0,3.28,200.0,7695367.52,Premium,91.0938
Ford,F-150 Lightning,2021,Base,700.0,632.0,7.67,136.0,5298794.77,Mid-range,132.1055
Audi,e-tron GT,2022,Premium,699.0,652.0,5.67,164.0,8214265.74,Premium,85.0959
Kia,EV9,2021,Long Range,698.0,655.0,5.66,168.0,5063569.42,Mid-range,137.8474
BMW,iX,2025,Standard,698.0,633.0,5.41,166.0,7684671.16,Premium,90.8302
Hyundai,Ioniq 6,2024,Premium,698.0,594.0,5.83,161.0,4900307.72,Mid-range,142.44
Kia,EV9,2023,Long Range,698.0,598.0,4.69,186.0,5247713.65,Mid-range,133.0103
Mercedes,GLE EV,2025,Base,697.0,636.0,6.47,146.0,10622337.27,Luxury,65.6164
Tesla,Model Y,2020,Long Range,697.0,653.0,5.88,160.0,8048628.46,Premium,86.5986
Tesla,Model X,2023,Performance,697.0,578.0,3.2,200.0,7798249.54,Premium,89.379
GM/Chevrolet,Bolt EUV,2024,Standard,696.0,587.0,7.67,135.0,4825809.02,Mid-range,144.2245
Tesla,Model 3,2025,Long Range,695.0,616.0,5.26,168.0,7630902.18,Premium,91.077
Tesla,Model Y,2022,Standard,695.0,611.0,7.47,137.0,7807787.74,Premium,89.0137
Audi,e-tron,2026,Base,693.0,607.0,6.81,145.0,8171563.0,Premium,84.8063
BYD,Max,2020,Base,692.0,628.0,7.68,137.0,5655435.8,Premium,122.3602
Kia,EV9,2025,Premium,692.0,582.0,7.94,129.0,5189666.95,Mid-range,133.3419
BMW,i5,2020,Standard,691.0,651.0,5.94,159.0,7864497.6,Premium,87.8632
BYD,Atto 3,2023,Performance,691.0,603.0,3.15,200.0,5250058.32,Mid-range,131.6176
Xiaomi,SU7,2024,Base,690.0,581.0,5.38,168.0,5646664.12,Premium,122.196
BMW,i4,2025,Long Range,690.0,695.0,5.09,174.0,7373734.7,Premium,93.5754
Tesla,Cybertruck,2021,Base,690.0,602.0,7.18,143.0,8236947.68,Premium,83.7689
Kia,EV9,2021,Long Range,689.0,647.0,5.95,162.0,4708043.96,Mid-range,146.3453
BYD,Seagull,2020,Performance,687.0,636.0,3.84,196.0,5142269.84,Mid-range,133.5986
Lucid,Air,2024,Performance,687.0,578.0,3.51,196.0,13034101.17,Luxury,52.7079
Kia,Sportage EV,2023,Premium,687.0,676.0,6.36,162.0,5003859.41,Mid-range,137.294
Tesla,Model 3,2024,Base,687.0,636.0,7.69,138.0,7351581.32,Premium,93.4493
Mercedes,EQC,2025,Base,687.0,619.0,5.89,164.0,10372885.2,Luxury,66.2304
Kia,Niro EV,2025,Premium,686.0,608.0,7.54,136.0,5404697.82,Mid-range,126.9266
Tesla,Model S,2025,Base,685.0,615.0,7.71,133.0,7829607.96,Premium,87.4884
Tesla,Model X,2021,Premium,685.0,574.0,6.57,150.0,8101817.96,Premium,84.5489
Tesla,Model Y,2025,Standard,685.0,640.0,7.5,130.0,7713689.92,Premium,88.8032
Tesla,Model X,2024,Base,685.0,610.0,6.99,142.0,8278460.54,Premium,82.7449
NIO,ET6,2025,Base,685.0,654.0,5.3,173.0,6269402.11,Premium,109.2608
Tesla,Model Y,2026,Standard,684.0,604.0,5.98,164.0,8069849.98,Premium,84.7599
Volkswagen,ID.4,2025,Premium,684.0,618.0,5.46,172.0,5621488.04,Premium,121.676
Fisker,Ocean,2023,Base,683.0,634.0,6.12,157.0,6806444.88,Premium,100.3461
Audi,Q6 e-tron,2023,Premium,683.0,576.0,6.08,155.0,7852922.0,Premium,86.974
BMW,i3,2025,Base,683.0,632.0,7.38,143.0,7778541.86,Premium,87.8057
Tesla,Model S,2025,Long Range,683.0,643.0,5.62,158.0,7446744.6,Premium,91.7179
Kia,Niro EV,2023,Performance,682.0,638.0,3.84,196.0,4979344.65,Mid-range,136.9658
Volkswagen,ID.5,2023,Performance,682.0,641.0,4.02,191.0,5349945.2,Mid-range,127.4779
Tesla,Model X,2025,Base,681.0,637.0,7.66,138.0,7984762.65,Premium,85.2874
Volkswagen,ID.4,2024,Long Range,681.0,643.0,4.29,180.0,5632919.18,Premium,120.8965
Ford,Mustang Mach-E,2025,Long Range,680.0,604.0,5.35,166.0,5196797.01,Mid-range,130.8498
Mercedes,EQC,2026,Long Range,680.0,583.0,4.92,174.0,10248568.72,Luxury,66.3507
GM/Chevrolet,Bolt EUV,2026,Premium,679.0,612.0,7.67,130.0,4425060.79,Mid-range,153.4442
BYD,Yuan Plus,2023,Premium,677.0,604.0,7.14,143.0,5235088.44,Mid-range,129.3197
Porsche,Taycan,2024,Premium,677.0,554.0,7.83,130.0,11935237.83,Luxury,56.7228
Kia,EV6,2025,Premium,677.0,582.0,5.72,168.0,5176443.06,Mid-range,130.7848
Tesla,Cybertruck,2025,Base,674.0,592.0,7.4,143.0,8191877.72,Premium,82.2766
Hyundai,Ioniq 6,2024,Standard,673.0,592.0,7.06,146.0,5023738.26,Mid-range,133.964
Mercedes,EQC,2022,Long Range,673.0,601.0,5.26,158.0,9799712.8,Luxury,68.6755
Ford,E-Transit,2025,Base,673.0,572.0,5.21,167.0,5148639.22,Mid-range,130.7142
Toyota,bZ Compact SUV,2024,Standard,673.0,581.0,5.32,169.0,5201987.38,Mid-range,129.3736
Hyundai,Ioniq 5,2024,Performance,672.0,573.0,3.45,194.0,5159460.82,Mid-range,130.2462
GM/Chevrolet,Equinox EV,2024,Long Range,672.0,611.0,4.2,189.0,4634422.84,Mid-range,145.0019
Ford,Explorer EV,2025,Standard,671.0,629.0,6.01,165.0,5455004.06,Premium,123.0063
Tesla,Model X,2026,Premium,671.0,574.0,7.27,143.0,7425473.8,Premium,90.3646
GM/Chevrolet,Blazer EV,2022,Standard,670.0,592.0,6.05,158.0,4649718.38,Mid-range,144.0947
Tesla,Model X,2025,Long Range,669.0,631.0,5.42,171.0,8366663.26,Luxury,79.9602
GM/Chevrolet,Blazer EV,2022,Long Range,669.0,612.0,5.96,162.0,4534520.94,Mid-range,147.5349
Rivian,R3,2025,Base,668.0,618.0,7.54,146.0,6602234.78,Premium,101.1779
Toyota,bZ4X,2024,Standard,668.0,665.0,7.4,130.0,5142167.14,Mid-range,129.9063
GM/Chevrolet,Bolt EV,2024,Long Range,668.0,609.0,5.75,153.0,4610569.4,Mid-range,144.8845
Tesla,Model Y,2024,Premium,668.0,649.0,6.04,156.0,7665744.22,Premium,87.1409
Mercedes,EQG,2025,Premium,668.0,576.0,7.18,141.0,10718263.74,Luxury,62.3235
BYD,Leaf 50X,2025,Base,667.0,633.0,7.64,137.0,4926960.92,Mid-range,135.3776
Ford,Mustang Mach-E,2023,Base,667.0,623.0,6.28,148.0,5000431.74,Mid-range,133.3885
Tesla,Model X,2024,Performance,666.0,591.0,3.68,200.0,7558398.29,Premium,88.1139
Volkswagen,ID.4,2025,Performance,666.0,595.0,2.76,200.0,5532640.7,Premium,120.3765
GM/Chevrolet,Bolt EUV,2024,Long Range,666.0,603.0,5.9,165.0,4524222.05,Mid-range,147.2076
Volkswagen,ID. Buzz,2025,Base,665.0,569.0,5.42,166.0,5479635.73,Premium,121.3584
Hyundai,Ioniq 5,2023,Standard,665.0,612.0,5.55,176.0,4620515.92,Mid-range,143.9233
Ford,Mustang Mach-E,2023,Long Range,665.0,610.0,4.6,180.0,5329611.28,Mid-range,124.7746
Ford,E-Transit,2020,Standard,665.0,623.0,6.68,161.0,5189967.55,Mid-range,128.1318
Volkswagen,ID. Buzz,2025,Long Range,665.0,550.0,5.49,163.0,5514770.02,Premium,120.5853
BYD,Max,2022,Standard,665.0,586.0,7.03,141.0,4938067.26,Mid-range,134.6681
Mercedes,EQS,2023,Long Range,664.0,636.0,5.51,174.0,10282088.13,Luxury,64.5783
GM/Chevrolet,Bolt EV,2025,Performance,663.0,599.0,3.29,192.0,4476783.2,Mid-range,148.0974
Kia,EV9,2026,Base,663.0,579.0,7.47,142.0,5252817.16,Mid-range,126.218
Hyundai,i30,2025,Standard,663.0,681.0,7.67,133.0,5014257.66,Mid-range,132.223
Volkswagen,ID.4,2024,Long Range,662.0,636.0,4.74,184.0,5820714.86,Premium,113.7317
BMW,iX,2021,Long Range,662.0,609.0,5.02,176.0,7239628.69,Premium,91.4412
Tesla,Model 3,2025,Base,662.0,638.0,5.04,178.0,7397771.85,Premium,89.4864
Mercedes,EQG,2024,Long Range,660.0,563.0,5.52,177.0,9483265.34,Luxury,69.5963
BYD,Seagull,2025,Long Range,660.0,579.0,4.23,189.0,4821102.12,Mid-range,136.8982
Audi,e-tron,2023,Base,659.0,562.0,5.08,161.0,7808150.13,Premium,84.399
Toyota,bZ4X,2024,Base,659.0,620.0,7.53,138.0,5036461.15,Mid-range,130.8458
Tesla,Cybertruck,2025,Base,658.0,607.0,6.85,146.0,8083656.71,Premium,81.3988
BMW,iX,2024,Performance,658.0,592.0,4.25,192.0,7024516.82,Premium,93.6719
NIO,ET6,2024,Standard,657.0,597.0,6.02,157.0,6517931.51,Premium,100.7988
BYD,Atto 3,2022,Long Range,657.0,521.0,4.97,182.0,4933539.88,Mid-range,133.1701
Volkswagen,ID. Aero,2024,Standard,656.0,529.0,7.72,140.0,5397984.42,Mid-range,121.5268
Tesla,Model 3,2024,Premium,654.0,617.0,7.14,146.0,7707115.13,Premium,84.8567
BYD,Leaf 50X,2026,Premium,653.0,581.0,7.08,136.0,5037679.42,Mid-range,129.6232
Tesla,Model 3,2024,Performance,653.0,618.0,4.28,180.0,7752717.82,Premium,84.2285
Volkswagen,ID.4,2025,Base,653.0,616.0,7.77,137.0,5432668.65,Premium,120.1988
GM/Chevrolet,Bolt EV,2024,Base,652.0,577.0,6.49,149.0,4701498.4,Mid-range,138.6792
BMW,i4,2025,Base,651.0,567.0,5.99,168.0,7158408.24,Premium,90.942
Hyundai,Ioniq,2025,Performance,651.0,571.0,3.07,200.0,4730145.58,Mid-range,137.6279
Ford,Mustang Mach-E,2026,Long Range,651.0,587.0,5.13,168.0,5170730.82,Mid-range,125.901
BYD,Atto 3,2025,Base,651.0,520.0,6.74,145.0,5147499.45,Mid-range,126.4692
Polestar,2,2025,Performance,651.0,663.0,3.06,200.0,7835133.99,Premium,83.0873
Tesla,Model S,2023,Premium,650.0,559.0,7.25,144.0,7555847.36,Premium,86.0261
Mercedes,EQC,2024,Standard,650.0,556.0,7.69,128.0,9492922.12,Luxury,68.4721
BMW,i7,2025,Standard,650.0,634.0,7.87,135.0,7156457.68,Premium,90.8271
BMW,i4,2022,Base,650.0,644.0,6.69,150.0,7325219.53,Premium,88.7345
BMW,i5,2024,Standard,650.0,613.0,5.77,161.0,7640478.79,Premium,85.0732
BYD,Qin,2025,Long Range,649.0,584.0,4.53,175.0,5152003.44,Mid-range,125.9704
Tesla,Cybertruck,2025,Base,649.0,602.0,5.08,176.0,7273938.84,Premium,89.2226
Rivian,R3,2025,Standard,649.0,596.0,5.1,173.0,6656841.28,Premium,97.4937
BYD,Dolphin,2025,Base,648.0,600.0,7.45,142.0,5186004.64,Mid-range,124.9517
Hyundai,Ioniq,2025,Standard,648.0,577.0,5.71,166.0,4948650.04,Mid-range,130.9448
Toyota,bZ Compact SUV,2022,Base,648.0,553.0,5.9,162.0,4946602.62,Mid-range,130.999
Ford,Explorer EV,2026,Base,647.0,644.0,5.96,163.0,5113858.14,Mid-range,126.519
GM/Chevrolet,Blazer EV,2025,Standard,646.0,596.0,6.64,150.0,4658623.65,Mid-range,138.6676
BMW,i7,2020,Premium,645.0,559.0,6.09,144.0,7039760.58,Premium,91.6224
Audi,Q4 e-tron,2026,Long Range,644.0,602.0,4.41,188.0,7858223.41,Premium,81.9524
Tesla,Model Y,2025,Premium,644.0,594.0,6.55,153.0,6997256.58,Premium,92.0361
Ford,Mustang Mach-E,2023,Standard,643.0,633.0,6.46,145.0,5114172.93,Mid-range,125.729
BMW,i3,2023,Base,643.0,655.0,5.03,179.0,7438752.81,Premium,86.4392
Tesla,Model X,2025,Long Range,643.0,559.0,5.11,177.0,7701332.76,Premium,83.492
Porsche,Taycan,2024,Premium,640.0,521.0,6.87,148.0,11976242.18,Luxury,53.4391
Audi,Q6 e-tron,2025,Base,640.0,596.0,7.09,152.0,7604355.02,Premium,84.1623
Volkswagen,ID.3,2024,Long Range,640.0,593.0,4.37,186.0,5227629.39,Mid-range,122.4264
BMW,i4,2024,Standard,640.0,578.0,5.1,172.0,7237386.72,Premium,88.4297
Tesla,Model S,2024,Long Range,639.0,640.0,4.86,172.0,7608296.22,Premium,83.9873
BMW,i3,2023,Premium,639.0,621.0,7.04,146.0,7237698.17,Premium,88.2877
Mercedes,GLE EV,2025,Premium,639.0,545.0,6.19,161.0,9317792.56,Luxury,68.5785
BMW,i7,2025,Premium,638.0,538.0,7.91,129.0,7400285.2,Premium,86.2129
Volkswagen,ID.5,2022,Premium,637.0,524.0,7.01,137.0,5186050.57,Mid-range,122.8295
Kia,Picanto EV,2025,Base,636.0,517.0,7.19,153.0,4910063.86,Mid-range,129.5299
Audi,e-tron,2025,Standard,636.0,591.0,7.17,149.0,7601735.62,Premium,83.6651
GM/Chevrolet,Bolt EUV,2026,Long Range,636.0,600.0,4.0,183.0,4578809.34,Mid-range,138.9007
Mercedes,EQS,2023,Premium,636.0,581.0,6.74,144.0,9326399.74,Luxury,68.1935
Volkswagen,ID. Buzz,2024,Base,635.0,584.0,7.4,137.0,5491559.53,Premium,115.632
Mercedes,EQE,2022,Long Range,634.0,605.0,4.73,187.0,9933679.37,Luxury,63.8233
BMW,i5,2025,Performance,634.0,606.0,3.65,188.0,6999860.11,Premium,90.5732
BMW,i5,2024,Base,634.0,525.0,6.42,154.0,7141320.8,Premium,88.7791
Mercedes,GLE EV,2024,Base,633.0,567.0,5.62,166.0,9750790.15,Luxury,64.9178
Volkswagen,ID. Buzz,2024,Performance,633.0,585.0,3.7,200.0,5087518.9,Mid-range,124.4221
BYD,Atto 3,2023,Base,632.0,516.0,6.1,153.0,4468834.83,Mid-range,141.4239
Kia,Picanto EV,2024,Long Range,632.0,525.0,5.74,162.0,4830516.75,Mid-range,130.8349
BYD,Leaf 50X,2024,Base,632.0,585.0,6.52,156.0,4708473.99,Mid-range,134.2261
Tesla,Model 3,2025,Base,631.0,512.0,6.81,157.0,7539925.58,Premium,83.6878
GM/Chevrolet,Silverado EV,2025,Premium,631.0,564.0,6.37,155.0,4701668.74,Mid-range,134.2077
Tesla,Model S,2025,Performance,630.0,538.0,3.02,200.0,7902533.52,Premium,79.7213
BMW,iX,2026,Long Range,629.0,581.0,4.19,182.0,6828088.08,Premium,92.1195
Audi,e-tron,2024,Long Range,629.0,553.0,4.62,178.0,7747059.86,Premium,81.1921
BYD,Dolphin,2025,Base,629.0,556.0,5.96,160.0,4485596.62,Mid-range,140.2266
